texte,categorie,label,type_document,anonymized
"[DONNEES] Planning prévisionnel de l'équipe Souscription pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
"Certificat médical délivré par Hôpital [PERSONNE] concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Diagnostic : grippe saisonnière. Durée d'incapacité : 15 jours. Document strictement confidentiel, réservé au médecin conseil [ORGANISATION] et au [SERVICE] RH. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Certificat médical,True
"[ORGANISATION] Santé : Pour votre bien-être, adoptez une alimentation équilibrée et pratiquez une activité physique régulière. Pour toute question médicale, consultez votre médecin traitant.",Publique,C1,Conseils prévention et santé,True
Organisation des congés et astreintes du [SERVICE] R&D jusqu'au 18/11/2026.,RH,C2,Planning d'équipe,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
Devis d'assurance habitation n° POL-217339 établi pour [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Cotisation annuelle : 3 200 TND pour une couverture multirisque à Sousse.,Finance,C3,Devis et simulation assurance,True
"Compte-rendu médical concernant [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]), établi le 30/09/2025 par Dr. [PERSONNE]. Ce document relève du secret médical et ne peut être consulté que par le personnel de santé autorisé. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Medicale,C4,Dossier médical complet,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-569076. Cotisation due pour la période du 18/11/2026 : 7 800 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN599006650688857602731.,Finance,C3,Avis d'échéance et appel de cotisations,True
"Scénario de restructuration stratégique concernant le [SERVICE] Achats. Ces éléments sont classés au plus haut niveau de sensibilité et leur divulgation prématurée est interdite. Information de niveau hautement confidentiel, soumise au secret professionnel.",Strategique,C4,Plan de restructuration,True
"[DONNEES] Mode opératoire interne applicable au sein de l'équipe Production, non destiné à être communiqué à des tiers.",RH,C2,Procédure interne,True
"[DONNEES] Planning prévisionnel de l'équipe Souscription pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
Avis d'échéance [ORGANISATION]. Client : [PERSONNE]. Police n° POL-563801. Cotisation due pour la période du 12/03/2026 : 3 200 TND. À régler par prélèvement sur votre compte [IDENTIFIANT] TN598406891583365974709.,Finance,C3,Avis d'échéance et appel de cotisations,True
"MODÈLE DE FICHE CLIENT VIERGE - [ORGANISATION] ASSURANCES
Nom de l'assuré : [Insérer Nom]
[IDENTIFIANT] : [__ __ __ __ __ __ __ __]
Téléphone : [Insérer Numéro]
Adresse : [Insérer Ville]
[IDENTIFIANT] : POL-xxxxxx
[IDENTIFIANT] : SIN-xxxxxxx",Publique,C1,Modèle de document vierge,True
"Fiche client de [PERSONNE] : coordonnées personnelles, historique d'achats et préférences. [IDENTIFIANT] [IDENTIFIANT], Tél: +216-77-714-670. Données soumises au RGPD et à la loi tunisienne sur la protection des données. Information de niveau hautement confidentiel, soumise au secret professionnel.",Personnelles,C4,Dossier client (données personnelles),True
Appel de cotisation pour votre assurance auto n° POL-871523. Assuré : [PERSONNE]. Montant net à payer : 3 200 TND avant le 30/09/2025. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 18683043422997853210.,Finance,C3,Avis d'échéance et appel de cotisations,True
"Dossier de contentieux opposant [ORGANISATION] à un groupe international, enjeu financier estimé à 48 000 TND. Ce dossier est couvert par le secret professionnel. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Juridique,C4,Litige juridique majeur,True
"Conditions particulières du contrat d'assurance auto n° POL-349266 souscrit par [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: (+216) 58.955.030). Date d'effet : 12/03/2026. Garanties : Responsabilité Civile, Vol et Incendie.",Personnelles,C3,Conditions particulières de police,True
"Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 9571617L/P/M/000. Prise en charge médicale pour lombalgie chronique. Document contenant des données de santé protégées. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Attestation CNAM / mutuelle,True
"Bonjour à tous, je vous propose de planifier une réunion de travail pour faire le point sur le dossier de l'assurance client de M. [PERSONNE]. Merci de m'indiquer vos disponibilités.",RH,C2,Invitation et planification réunion,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
Facture n° 2026-18/11/2026 émise au nom de [PERSONNE] pour un montant de 7 800 TND. Coordonnées de paiement : [IDENTIFIANT] TN597201135980433315696.,Finance,C3,Facture client,True
"ORDONNANCE — Dr. [PERSONNE], Hôpital [PERSONNE], Tunis. Patient : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Prescription médicale pour hypertension artérielle. Document de santé protégé par le secret médical. Toute copie, impression ou diffusion nécessite une validation préalable.",Medicale,C4,Ordonnance médicale,True
"Fiche de prélèvement bancaire [ORGANISATION] : [PERSONNE], [IDENTIFIANT] TN596206923383312467677, [IDENTIFIANT] [IDENTIFIANT], Tél: +216-57-329-903. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Coordonnées bancaires client,True
"Dossier de contentieux opposant [ORGANISATION] à une société concurrente, enjeu financier estimé à 3 200 TND. Ce dossier est couvert par le secret professionnel. Information de niveau hautement confidentiel, soumise au secret professionnel.",Juridique,C4,Litige juridique majeur,True
Nous recrutons un(e) chargé(e) de projet pour rejoindre notre [SERVICE] Achats à Gabès. Candidature à envoyer via notre site carrière.,Publique,C1,Offre d'emploi publiée,True
"Compte-rendu de la réunion du [SERVICE] Production du 05/06/2026 : points abordés, décisions prises et actions à suivre par l'équipe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 72088225746544806344, [IDENTIFIANT] TN599805168505293541073. Ne pas transmettre par messagerie non sécurisée. Information de niveau hautement confidentiel, soumise au secret professionnel.",Finance,C4,Attestation bancaire (RIB tunisien),True
Rémunération globale du dirigeant [PERSONNE] pour l'exercice en cours : 7 800 TND. Cette information est réservée aux membres du conseil d'administration. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.,Finance,C4,Rémunération dirigeant,True
Appel de cotisation pour votre assurance auto n° POL-936726. Assuré : [PERSONNE]. Montant net à payer : 22 900 TND avant le 30/09/2025. Coordonnées bancaires [ORGANISATION] pour virement : [IDENTIFIANT] 82078098822092521094.,Finance,C3,Avis d'échéance et appel de cotisations,True
"[DONNEES] Planning prévisionnel de l'équipe Achats pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
"Rapport d'évaluation médicale - Médecin conseil : Dr. [PERSONNE]. Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél : (+216) 77.708.323). Examen médical du dossier de sinistre SIN-2024347. Conclusion : lombalgie chronique, incapacité de 15 jours à valider. Soumis au secret médical strict. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Medicale,C4,Rapport médical médecin conseil,True
"[DONNEES] Planning prévisionnel de l'équipe Logistique pour le mois en cours, à consulter par les collaborateurs concernés uniquement.",RH,C2,Planning d'équipe,True
"Attestation [ORGANISME] — Bénéficiaire : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]). Numéro d'affiliation : 5979392J/A/N/000. Prise en charge médicale pour hypertension artérielle. Document contenant des données de santé protégées. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Attestation CNAM / mutuelle,True
"[DONNEES] Synthèse de l'échange hebdomadaire de l'équipe Marketing, destinée uniquement aux membres présents et à leur hiérarchie directe.",RH,C2,Compte-rendu de réunion d'équipe,True
"Demande d'adhésion au contrat d'assurance groupe [ORGANISATION]. Adhérent : [PERSONNE], résidant à Sousse. [IDENTIFIANT] : [IDENTIFIANT], Tél : (+216) 71.175.863. Signature requise pour finaliser la souscription.",Personnelles,C3,Demande de souscription contrat,True
"Déclaration de sinistre n° SIN-2025797 — Assuré : [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT], Tél: +216 91 849 032). Police POL-449008. Montant réclamé : 12 500 TND. Dossier à traiter par le [SERVICE] Sinistres.",Personnelles,C3,Déclaration sinistre assurance,True
"[DONNEES] Tout savoir sur l'assurance habitation : garanties obligatoires, franchises et options disponibles pour protéger votre logement et votre famille.",Publique,C1,Guide assurance auto/habitation,True
"[DONNEES] Projet d'acquisition en cours de négociation avec un fonds d'investissement, montant envisagé 7 800 TND. Ce dossier ne doit être consulté que par les membres du comité exécutif jusqu'à son annonce officielle. Accès réservé au circuit autorisé et conservation dans le dossier sécurisé.",Strategique,C4,Plan de fusion-acquisition,True
"[DONNEES] Découvrez notre engagement en matière de responsabilité sociétale à Bizerte, à retrouver sur notre site web ouvert à tous les visiteurs.",Publique,C1,Page site web institutionnel,True
"Bulletin de salaire de [PERSONNE] pour le mois en cours, [SERVICE] Achats. Montant net à payer : 48 000 TND. Document personnel ne pouvant être partagé sans consentement.",Finance,C3,Bulletin de paie,True
"Rapport d'expertise médicale confidentiel rédigé par Dr. [PERSONNE], médecin conseil de [ORGANISATION]. Suite à l'examen de l'assuré [PERSONNE] ([IDENTIFIANT] [IDENTIFIANT]) après son accident du 05/06/2026. Diagnostic : fracture du poignet entraînant une incapacité permanente partielle. Destiné exclusivement au [SERVICE] médical. Information de niveau hautement confidentiel, soumise au secret professionnel.",Medicale,C4,Rapport médical médecin conseil,True
[DONNEES] Petit rappel à toute l'équipe Logistique : la salle de réunion B sera indisponible le 22/01/2026 pour travaux.,RH,C2,Note de service,True
Note interne du 18/11/2026 concernant l'organisation du [SERVICE] Production pour le trimestre à venir. Ne pas transmettre en dehors de l'entreprise.,RH,C2,Note de service,True
"Récapitulatif de rémunération de [PERSONNE] : 22 900 TND, à conserver dans le dossier du salarié, accès restreint au [SERVICE] RH.",Finance,C3,Bulletin de paie,True
Le présent contrat fixe les conditions d'emploi de [PERSONNE] au sein du [SERVICE] Logistique. Sa diffusion est strictement réservée aux ressources humaines et à l'intéressé(e).,RH,C3,Contrat de travail,True
[DONNEES] Guide de santé publique : comment prévenir les maladies saisonnières. Des conseils simples pour renforcer votre système immunitaire cet hiver.,Publique,C1,Conseils prévention et santé,True
"Relevé d'identité bancaire [ORGANISATION] : titulaire [PERSONNE], banque STB, [IDENTIFIANT] 83909090717029028013, [IDENTIFIANT] TN597305015348429814897. Ne pas transmettre par messagerie non sécurisée. Diffusion limitée aux personnes habilitées ; toute transmission externe est interdite.",Finance,C4,Attestation bancaire (RIB tunisien),True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
"[DONNEES] Charte de confidentialité : comment nous traitons vos données personnelles collectées sur notre site web institutionnel. Conformément à la législation en vigueur, vous disposez d'un droit d'accès et de rectification.",Publique,C1,Politique de confidentialité publique,True
"[ORGANISATION] annonce des performances financières stables pour ce semestre, consolidant sa position de leader sur le marché tunisien avec un montant net d'investissements record.",Publique,C1,Actualités financières COMAR,True
"Compte-rendu de la réunion du [SERVICE] Marketing du 22/01/2026 : points abordés, décisions prises et actions à suivre par l'équipe.",RH,C2,Compte-rendu de réunion d'équipe,True
Politique de confidentialité et cookies de [ORGANISATION]. Nous attachons une grande importance à la protection de vos données personnelles et au respect du RGPD.,Publique,C1,Politique de confidentialité publique,True
